License Number,Profession,License Status,Licensee,License Expiration Date,Address 1,Address 2,City,State,County,Zip,Phone
RCO1782,MOLD REMEDIATION COMPANY,CURRENT,HG RESTORATION & HOME SERVICES,4/1/2028,800 FULGHAM ROAD,Suite 36,PLANO,TX,DENTON,75093,469-525-2254
RCO1783,MOLD REMEDIATION COMPANY,CURRENT,GOLD EAGLE SERVICES,4/6/2028,4208 WYLDWOOD RD,,AUSTIN,TX,TRAVIS,78739,512-489-4653
RCO1784,MOLD REMEDIATION COMPANY,CURRENT,PERSISTENCE ENVIRONMENTAL SERVICES LLC,4/7/2028,PO BOX 12,,CRANDALL,TX,KAUFMAN,75114,469-881-3033
RCO1785,MOLD REMEDIATION COMPANY,CURRENT,SATTYLIFE LLC,4/14/2028,903 18TH ST SUITE 117,,PLANO,TX,COLLIN,75074,972-439-0229
RCO1786,MOLD REMEDIATION COMPANY,CURRENT,HARMONY SHIELD RESTORATION LLC,4/14/2028,20423 WILD BERRY DR,,KATY,TX,HARRIS,77449-6152,281-400-7171
RCO1787,MOLD REMEDIATION COMPANY,CURRENT,"KNOX TEXAS TEN, LLC",4/14/2028,16701 SPING LAKE DR,,CANYON,TX,RANDALL,79015,806-994-8694
RCO1788,MOLD REMEDIATION COMPANY,CURRENT,FRONTLINE RESTORATION GROUP,4/14/2028,10205  WINDFERN RD.,,HOUSTON,TX,HARRIS,77064,281-838-9214
RCO1789,MOLD REMEDIATION COMPANY,CURRENT,WATER AND FIRE RESTORATION TEAM,4/15/2028,"5627 UNIVERSITY HTS ",Ste 201,"SAN ANTONIO ",TX,BEXAR,78249,726-224-2000
RCO1790,MOLD REMEDIATION COMPANY,CURRENT,HIGHRIDGE LLC,4/22/2028,620 HIGHRIDGE DR,,LAKEWOOD VILLAGE,TX,DENTON,75068,817-230-7230
RCO1791,MOLD REMEDIATION COMPANY,CURRENT,SEBELDA GROUP LLC,4/22/2028,201 LUTHER DR,,SAN ANTONIO,TX,BEXAR,78212,210-213-0966
RCO1792,MOLD REMEDIATION COMPANY,CURRENT,BUZZED LLC,4/22/2028,12216 SHEPARD HILL RD,,WILLIS,TX,MONTGOMERY,77318,832-699-4267
RCO1793,MOLD REMEDIATION COMPANY,CURRENT,"PLATINUM CLEANING AND RESTORATION, LLC",4/28/2028,4334 US HIGHWAY 380 STE 600,,DECATUR,TX,COOKE,76234-4910,888-436-2706
RCO1794,MOLD REMEDIATION COMPANY,CURRENT,THALATHA LLC,4/28/2028,"16910 N TEXAS AVE, SUITE A10",,WEBSTER,TX,HARRIS,77598,713-240-2307
RCO1795,MOLD REMEDIATION COMPANY,CURRENT,DALLAS ISD,5/5/2028,3701 S BOTHAM JEAN,,DALLAS,TX,DALLAS,75215,972-925-4500
RCO1796,MOLD REMEDIATION COMPANY,CURRENT,"DUSSACK, INC.",5/13/2028,8627 SHAWNEE FOREST DR.,,CYPRESS,TX,HARRIS,77433,346-848-9247
RCO1797,MOLD REMEDIATION COMPANY,CURRENT,RV ALL FLOORS LLC,5/21/2028,607 RANKIN CIR N,,HOUSTON,TX,HARRIS,77073,281-821-2322
RCO1798,MOLD REMEDIATION COMPANY,CURRENT,AIR CARE RESTORATION LLC,5/21/2028,2241 SOUTH 41ST STREET SUITE A,,ABILENE,TX,CALLAHAN,79602,325-339-8723
RCO1799,MOLD REMEDIATION COMPANY,CURRENT,THREE AMIGOS RESTORATION LLC,6/2/2028,13003  SOUTHWEST FREEWAY,Suite 155,STAFFORD,TX,HARRIS,77477,713-965-7126
RCO1800,MOLD REMEDIATION COMPANY,CURRENT,ABC RESTORATION INC,6/3/2028,1106  CARBY RD,,HOUSTON,TX,HARRIS,77037,281-999-1696
RCO1801,MOLD REMEDIATION COMPANY,CURRENT,CMDR RESTORATION LLC,6/8/2028,200 MOSSWOOD DR,,ARGYLE,TX,DENTON,76226,972-259-0222
RCO1802,MOLD REMEDIATION COMPANY,CURRENT,KEYSTONE RESPONSE & RESTORATION LLC,6/8/2028,450 SOUTH DR,,KINGSLAND,TX,BURNET,78639,325-248-7003
RCO1803,MOLD REMEDIATION COMPANY,CURRENT,"A&R DEMOLITION, LLC",6/8/2028,13201  FM 812,,DEL VALLE,TX,BASTROP,78617,512-243-2913
RCO1804,MOLD REMEDIATION COMPANY,CURRENT,STEAM CARE INC,6/21/2028,12010  WOODWORTH DRIVE,,CYPRESS,TX,HARRIS,77429,281-256-8508
RCO1805,MOLD REMEDIATION COMPANY,CURRENT,DISASTER MASTERS SW,6/24/2028,3915 WEST DAVIS ST SUITE 130,,CONROE,TX,MONTGOMERY,77304,833-225-5379
RCO1806,MOLD REMEDIATION COMPANY,CURRENT,"FIRST RESPONSE BIOHAZARD SOLUTIONS, LLC",6/28/2028,3003 Amber F 3003 AMBER FOREST TRL.,,BELTON,TX,BELL,76513,254-346-5862
RCO1807,MOLD REMEDIATION COMPANY,CURRENT,CASE AND ASSOCIATES PROPERTIES INC.,6/30/2028,4200 E SKELLY DR. SUTE 800,,TULSA,OK,OUT OF STATE/UNKNOWN,74135,405-905-8704
RCO1808,MOLD REMEDIATION COMPANY,CURRENT,ORI BUILDERS INC,6/30/2028,3916 Kimbrou KIMBROUGH LN,,PLANO,TX,COLLIN,75025,469-838-0635
RCO1809,MOLD REMEDIATION COMPANY,CURRENT,RESTORATION SOLUTIONS BY ELITE LLC,7/1/2028,215 W BANDERA RD PMB 114-218,,BOERNE,TX,COMAL,78006,844-333-3200
RCO1810,MOLD REMEDIATION COMPANY,CURRENT,DSI HOLDINGS CORPORATION DBA SERVICEMASTER DSI,7/5/2028,2400 WISCONSIN AVE,,DOWNERS GROVE,IL,OUT OF STATE/UNKNOWN,60515,630-949-3425
RCO1811,MOLD REMEDIATION COMPANY,CURRENT,DWYER RESTORATION INC,7/6/2028,9746 GREEN RD,,CONVERSE,TX,BEXAR,78109,210-371-5843
RCO1812,MOLD REMEDIATION COMPANY,CURRENT,GLADYS@WARHORSECONSTRUCTIONLLC.COM,7/7/2028,4530  CLOUDMOUNT DR.,,HOUSTON,TX,HARRIS,77084,832-271-0996
RCO1813,MOLD REMEDIATION COMPANY,CURRENT,BASIN RESTORATION LLC,7/13/2028,4060 FAUDREE RD SUITE 104A #272,,"ODESSA ",TX,MIDLAND,79765,432-219-6100
RCO1814,MOLD REMEDIATION COMPANY,CURRENT,PHOENIX FLOOD AND FIRE,7/15/2028,6600 CHASE OAK BLVD,,PLANO,TX,COLLIN,75023,972-945-7444
RCO1815,MOLD REMEDIATION COMPANY,CURRENT,K&H PREMIER SOLUTIONS LLC,7/19/2028,974  COUNTY ROAD 204,,LIBERTY HILL,TX,WILLIAMSON,78642,512-423-3258
RCO1816,MOLD REMEDIATION COMPANY,CURRENT,ANTHONY@MICROINSTITUTETEXAS.COM,7/21/2028,1604 UVALDE DR,,HUTTO,TX,WILLIAMSON,78634,512-662-5752
RCO1817,MOLD REMEDIATION COMPANY,CURRENT,SCHWINGHAMMER INC.,7/28/2028,7203 GRACEFIELD LN,,DALLAS,TX,COLLIN,75248,469-885-2856
RCO1818,MOLD REMEDIATION COMPANY,CURRENT,SAM WAFIA SERVICES INC,8/2/2028,17448 N ELDRIDGE PKWY,unit 3107,TOMBALL,TX,HARRIS,77377,281-994-9510
RCO1819,MOLD REMEDIATION COMPANY,CURRENT,JK FAMILY ENTERPRISES INC.,8/12/2028,2431 ROSEBURY LANE,,TROPHY CLUB,TX,,76262,817-600-8914
RCO1820,MOLD REMEDIATION COMPANY,CURRENT,LINOS CONTRACTING LLC,8/20/2028,10824 E CRYSTALL FALLS PKWY UNIT 301,,LEANDER,TX,WILLIAMSON,78641,512-456-7173
RCO1821,MOLD REMEDIATION COMPANY,CURRENT,KHI - CONSTRUCTION,8/23/2028,16518 HOUSE HAHL RD,,CYPRESS,TX,HARRIS,77433,281-343-3140
