License Number,License Type,Business Name,DBA Name,Address,Address 2,City,State,Zip Code,Phone,Issued Date,Expiration Date,License Status
26-6ZXG4-SHMO,Mold Assessment Contractor License (SH125),"AirWater Environmental, LLC",,36 Brook Street,,Bolton Landing,NY,12184,5183767345,03/06/2026,03/31/2028,Active
24-63DB9-SHMO,Mold Assessment Contractor License (SH125),"Airtek Environmental, LLC",,39-37 29th Street,,LIC,NY,11101,7189373720,08/29/2024,08/31/2026,Expired
01876,Mold Remediation Contractor License (SH126),Albstars Contractors Corporation,,78 Levit Ave,,STATEN ISLAND,NY,10314,7184405791,10/11/2022,10/31/2024,Expired
25-6ZGOL-SHMO,Mold Remediation Contractor License (SH126),Alfa Star Construction & Environmental Services Inc,,"180-07 Jamaica Ave, St Bsmt",,JAMAICA,NY,11432,7183122538,10/21/2025,10/31/2027,Active
26-66VSI-SHMO,Mold Remediation Contractor License (SH126),"All City Contracting & Cleaning, Inc.",All City Restoration,"160 Hicks St.,",,Westbury,NY,11590,5163389800,03/18/2026,03/31/2028,Active
24-63QT5-SHMO,Mold Assessment Contractor License (SH125),All Clean Air LLC,,10 Briar Lane,,Great Neck,NY,11024,5166029330,10/15/2024,10/31/2026,Active
25-6IZLP-SHMO,Mold Assessment Contractor License (SH125),All Environmental Inc,,2500 Camino Diablo,,WALNUT CREEK,CA,94597,9257466000,09/23/2025,09/30/2027,Active
26-66XJJ-SHMO,Mold Remediation Contractor License (SH126),All Green Enviromental Corp,,2083 Albany Post Rd,Ste 2,Montrose,NY,10548,9179020104,03/30/2026,03/31/2028,Active
26-6AHEZ-SHMO,Mold Remediation Contractor License (SH126),All Island Cleaning Corp.,,950-7 Old Medford Avenue,,Medford,NY,11763,6316986250,06/22/2026,06/30/2028,Active
01900,Mold Remediation Contractor License (SH126),All Season Restoration Inc,,243 West 30th St,,NEW YORK,NY,10001,2127689400,12/06/2022,12/31/2024,Expired
25-6LPOL-SHMO,Mold Assessment Contractor License (SH125),All Things New Building & Restoration Corp.,Rainbow International Restoration of Binghamton,126 E Service Road,,BINGHAMTON,NY,13901,6072513000,12/30/2025,12/31/2027,Active
00261,Mold Assessment Contractor License (SH125),Allegiance Home Inspections Inc,,37 Bunny Lane,,EAST SETAUKET,NY,11733,,01/25/2016,01/31/2024,Expired
25-6toba-shmo,Mold Remediation Contractor License (SH126),Alma Improvement Corp.,,"118-18 Metropolitan Ave, Apt 1H",,Kew Gardens,NY,11415,9174437779,05/21/2025,05/31/2027,Active
24-6ZEHN-SHMO,Mold Remediation Contractor License (SH126),Alpha Phase Design And Construction LLC,,24 Suydam Drive,,Melville,NY,11747,6318488864,03/07/2024,03/31/2026,Expired
24-6ZG8H-SHMO,Mold Remediation Contractor License (SH126),"Altared Construction, Inc.",Fire Lily Remediation and Restoration,4536 Shortsville Road,,Shortsville,NY,14548,5859057207,03/01/2024,03/31/2026,Expired
25-65YOQ-SHMO,Mold Remediation Contractor License (SH126),Alvion Group Inc.,,242 Broadway,,Menands,NY,12204,5188180045,03/10/2025,03/31/2027,Active
25-64C5Y-SHMO,Mold Remediation Contractor License (SH126),Amantia Construction Inc,,21 Fifth Ave Apt 46,,PELHAM,NY,10803,6179829766,01/09/2025,12/31/2026,Active
25-67QQZ-SHMO,Mold Assessment Contractor License (SH125),"AmeriHome Property Inspections, LLC",,88 Rosevale Ave,,Ronkonkoma,NY,11779,6318061507,12/04/2025,12/31/2027,Active
24-63LA4-SHMO,Mold Assessment Contractor License (SH125),"American National Builders, LLC",,"4011 Kings Highway, #LB",,Brooklyn,NY,11234,2122994766,11/12/2024,11/30/2026,Active
26-6ZVUO-SHMO,Mold Remediation Contractor License (SH126),"American Restoration services, Inc",ServiceMaster,22 B Industrial Blvd,,Medford,NY,11763,6312369613,03/17/2026,03/31/2028,Active
25-64IJH-SHMO,Mold Remediation Contractor License (SH126),Andate Construction Corporation,,932 Middle Country Rd,,SAINT JAMES,NY,11780,6316569493,02/04/2025,02/28/2027,Active
00682,Mold Assessment Contractor License (SH125),"Anna Regina, LLC",Hi 5 Home Inspections,114-30 127th St,,SOUTH OZONE PARK,NY,11420,7184154268,05/11/2016,05/31/2024,Expired
00481,Mold Assessment Contractor License (SH125),Antone R. Irvin,A&S Complete Home Inspections,404 Batter St,,PATTERSONVILLE,NY,12137,5188646019,02/22/2016,03/31/2024,Expired
24-6I5BZ-SHMO,Mold Assessment Contractor License (SH125),"Apex Cleaning, Inc.",,4809 Avenue N Suite 250,,BROOKLYN,NY,11234,7182539595,01/17/2024,03/31/2026,Expired
25-6L79X-SHMO,Mold Assessment Contractor License (SH125),Apex Environmental Group LLC,,4005 Split Rock Road,,CAMILLUS,NY,13031,3153784579,11/13/2025,11/30/2027,Active
24-6ZGLU-SHMO,Mold Assessment Contractor License (SH125),"Applied Biomassferm Technologies, L.L.C.",,112 Gray Ave,3B,Syracuse,NY,13203,3152564737,03/01/2024,03/31/2026,Expired
26-6AZSU-SHMO,Mold Remediation Contractor License (SH126),Arber Holdings LLC,,345 Marlborough Road,,Cedarhurst,NY,11516,9172322266,08/21/2026,08/31/2028,Active
25-67NFD-SHMO,Mold Remediation Contractor License (SH126),"Arch Environmental Compliance Service Associates, LLC",,333 Kingsley Road,,BURNT HILLS,NY,12027,5186989832,10/24/2025,10/31/2027,Active
24-63SO6-SHMO,Mold Assessment Contractor License (SH125),Arlene Puentes,October Home Inspections,194 E Chester Street,,Kingston,NY,12401,8452167833,11/18/2024,11/30/2026,Active
23-6TOPE-SHMO,Mold Assessment Contractor License (SH125),Arrow Home Inspection Services LLC,,21 Carhart Rd,,W. Coxsackie,NY,12192,5188199409,06/08/2023,06/30/2025,Expired
24-6A9O3-SHMO,Mold Assessment Contractor License (SH125),"Assessment Resources & Technologies, Inc.",,1191 Valley Road,,Clifton,NJ,07013,9735681914,08/14/2024,08/31/2026,Expired
25-6H8RF-SHMO,Mold Remediation Contractor License (SH126),Assured Property Solutions LLC,,58 Mcgregor Lane,,Crompond,NY,10517,9143144248,07/18/2025,07/31/2027,Active
25-6UNP9-SHMO,Mold Remediation Contractor License (SH126),Atko Construction Corp,,550 E 21 St Apt 2G,,BROOKLYN,NY,11226,9178732243,08/11/2025,08/31/2027,Active
25-6TJBF-SHMO,Mold Assessment Contractor License (SH125),Avante Contracting Corp,,180 East Prospect Ave,Ste 2A,Mamaroneck,NY,10543,9146980700,02/10/2025,02/28/2027,Active
25-6H9UJ-SHMO,Mold Remediation Contractor License (SH126),Azark Inc.,,130 W 37th St,Fl 1,New York,NY,10018,2129617618,10/20/2025,10/31/2027,Active
24-64JEF-SHMO,Mold Remediation Contractor License (SH126),B&C Mold LLC,,4907 18th Ave,,BROOKLYN,NY,11204,7185321350,12/31/2024,01/31/2027,Active
24-63Q31-SHMO,Mold Assessment Contractor License (SH125),B. Certain Home Inspection LLC,,3130 State Route 209,,Kingston,NY,12401,8453030400,10/15/2024,10/31/2026,Active
25-65QKT-SHMO,Mold Assessment Contractor License (SH125),BENZ HOME INSPECTIONS INC,,48 Lakeview Terr,,Mahopac,NY,10541,9144205167,04/22/2025,04/30/2027,Active
26-63BVY-SHMO,Mold Remediation Contractor License (SH126),BEST ENVIRONMENTAL SERVICES INC,,439E 135th STREET Apt.1E,,BRONX,NY,10454,3475912002,08/07/2026,08/31/2028,Active
25-65X7O-SHMO,Mold Assessment Contractor License (SH125),BLUE LINE INSPECTION SERVICES INC.,,3836 Park Ave,,Seaford,NY,11783,5163621785,04/28/2025,04/30/2027,Active
24-6A344-SHMO,Mold Remediation Contractor License (SH126),BNDRESTORATION LLC,CleanTeckPros,81 Quabeck Ave,,Irvington,NJ,07111,2016188639,07/23/2024,07/31/2026,Expired
25-6LI8Z-SHMO,Mold Remediation Contractor License (SH126),"BRAV Industries, LLC",ServiceMaster Clean Restoration by Quick Response,"382 Route 59, Suite 280",,MONSEY,NY,10952,8455175644,12/10/2025,12/31/2027,Active
25-6HZRV-SHMO,Mold Remediation Contractor License (SH126),BUJAR KOCI,THE FAMILY CONSTRUCTION CO,60 28 avenue,,brooklyn,NY,11214,3476724719,09/19/2025,09/30/2027,Active
25-6HCIC-SHMO,Mold Assessment Contractor License (SH125),BY YOUR SIDE SOLUTIONS LLC,,985 Morton Blvd,,Kingston,NY,12401,8456684081,08/11/2025,08/31/2027,Active
25-6umtm-shmo,Mold Remediation Contractor License (SH126),Band of Brotherhood Inc,,28 Richmond Rd,,CROPSEYVILLE,NY,12052,5182212062,11/05/2025,11/30/2027,Active
26-6SNNY-SHMO,Mold Assessment Contractor License (SH125),"Barton & Loguidice, D.P.C.",,443 Electronics Parkway,,Liverpool,NY,13088,3154575200,02/23/2026,02/29/2028,Active
24-6AN3Q-SHMO,Mold Remediation Contractor License (SH126),Beirut Repairs Corp,,"2530 Ocean Ave, Suite 12A",,BROOKLYN,NY,11229,3477076333,05/08/2024,05/31/2026,Expired
01760,Mold Remediation Contractor License (SH126),Below Market LLC,,1830 E 14th St,,BROOKLYN,NY,11229,9179957481,06/21/2022,06/30/2024,Expired
23-6UY4C-SHMO,Mold Assessment Contractor License (SH125),"Bergmann Associates, Architects, Engineers, Landscape Architects & Surveyors, D.P.C.",,280 E. Broad Street,,Rochester,NY,14604,5854987858,06/23/2023,06/30/2025,Expired
25-6H3SS-SHMO,Mold Assessment Contractor License (SH125),Best Commercial Hood Cleaning Inc,,2033 121st St,,College Point,NY,11356,9172959523,09/30/2025,09/30/2027,Active
25-65H83-SHMO,Mold Assessment Contractor License (SH125),Bharat Construction Corp.,,88-48 239th Street,,Bellerose,NY,11426,6469255972,06/11/2025,06/30/2027,Active
25-6U91O-SHMO,Mold Remediation Contractor License (SH126),"Bio-One, Inc.",,47 Hudson Hollow Rd,,SHOKAN,NY,12481,8456578958,10/15/2025,10/31/2027,Active
25-6UGJO-SHMO,Mold Assessment Contractor License (SH125),Black Hawk Restoration Inc,,1746 summerfield st,,RIDGEWOOD,NY,11385,3476916661,07/08/2025,07/31/2027,Active
26-6AGS7-SHMO,Mold Remediation Contractor License (SH126),"BluSky Restoration Contractors, LLC",,9767 East Nicholas Ave,,Centennial,CO,80112,5625056560,04/13/2026,04/30/2028,Active
00776,Mold Assessment Contractor License (SH125),"E  The Solution Associates, LLC",Alfa Consulting International,58 US Route 46,Suite 206,Budd Lake,NJ,07828,7182298859,06/16/2016,07/31/2024,Expired
24-6AY4Y-SHMO,Mold Assessment Contractor License (SH125),100 Lincoln Blvd LLC,,100 Lincoln Blvd,,Hempstead,NY,11550,5162439540,05/03/2024,05/31/2026,Expired
23-61VKQ-SHMO,Mold Assessment Contractor License (SH125),1st Priority Inspections Inc.,,484 Hempstead Ave,,MALVERNE,NY,11565,5164557957,09/29/2023,08/31/2025,Expired
26-6ZAKV-SHMO,Mold Assessment Contractor License (SH125),3 Little Js LLC,Su Casa Home Inspections,"998C Old Country Road, Suite 257",,Plainview,NY,11803,7187913964,02/27/2026,02/29/2028,Active
25-6Z6JK-SHMO,Mold Remediation Contractor License (SH126),3D Design & build Corp.,,28 Yale Street,,PORT JEFFERSON STATION,NY,11776,,05/13/2025,05/31/2027,Active
25-64SBU-SHMO,Mold Remediation Contractor License (SH126),"716 Cleanup & Restoration, Corp.",,5016 SAUNDERS SETTLEMENT RD,,NIAGARA FALLS,NY,14305,7167997169,02/06/2025,09/30/2026,Active
24-6ATDN-SHMO,Mold Remediation Contractor License (SH126),914 Services LLC,914 Mold,"81 Blueberry Drive, Unit 1",,Brewster,NY,10509,9146240177,06/20/2024,06/30/2026,Expired
24-6SACD-SHMO,Mold Remediation Contractor License (SH126),A & J Home Renovations Corp,M Facility Services,1488 Bellmore Ave,,North Bellmore,NY,11710,8006575094,02/16/2024,02/28/2026,Expired
25-64C4A-SHMO,Mold Remediation Contractor License (SH126),A Plus Complete Restoration LLC,,1 Toddville Lane,,CORTLANDT MANOR,NY,10567,7324069708,01/09/2025,02/28/2027,Active
01831,Mold Assessment Contractor License (SH125),A Testing Inspection Company Inc,,20 Old Mamaroneck Rd Ste 3Q,,WHITE PLAINS,NY,10605,9146564958,02/06/2023,02/28/2025,Expired
25-6TPJI-SHMO,Mold Assessment Contractor License (SH125),A&G Maintenance Inc,,1279 East 17th St Apt 3C,,Brooklyn,NY,11230,7187585115,04/10/2025,04/30/2027,Active
01764,Mold Remediation Contractor License (SH126),"A+ Mold Remediation, LLC",,21 S. Cross Rd,,LAGRANGEVILLE,NY,12540,8452356615,06/23/2022,06/30/2024,Expired
26-6Z9HH-SHMO,Mold Remediation Contractor License (SH126),A.C.M. Consulting Corp,,2150 Stanley Terrace,,Union,NJ,07083,9086871008,06/08/2026,06/30/2028,Active
26-693H9-SHMO,Mold Remediation Contractor License (SH126),A.S.A.R. International Corp,,491 Wild Avenue,,Staten Island,NY,10314,7187617420,08/21/2026,08/31/2028,Active
01523,Mold Assessment Contractor License (SH125),A1 Quality Air Inc.,,5213 19th Ave,,BROOKLYN,NY,11204,3478936616,06/24/2020,06/30/2024,Expired
25-67LTT-SHMO,Mold Remediation Contractor License (SH126),"AAC Contracting, LLC",,175 Humboldt Street,Suite 200,Rochester,NY,14610,5855278000,12/29/2025,12/31/2027,Active
23-6TKED-SHMO,Mold Remediation Contractor License (SH126),ABBN Environmental Service LLC,,144 Madison Ave,,Irvington,NJ,07111,9738421999,04/26/2023,04/26/2025,Expired
25-6UPIY-SHMO,Mold Remediation Contractor License (SH126),ABC environmental llc,,1548 east 2nd street,,Brooklyn,NY,11229,9295813300,08/14/2025,08/31/2027,Active
26-6Z6HD-SHMO,Mold Remediation Contractor License (SH126),ACCURATE WATER AND FIRE RESTORATION,,1161 curry rd,,Schenectady,NY,12306,5183879900,03/19/2026,03/31/2028,Active
26-6ZUZD-SHMO,Mold Remediation Contractor License (SH126),"ACS Cleaning and Restoration, LLC",,Post Office Box 732,,Fairport,NY,14450,5853959500,04/30/2026,04/30/2028,Active
25-6SBKQ-SHMO,Mold Assessment Contractor License (SH125),"AECOM Technical Services, Inc.",,"120 S Central Ave, Ste 350",,CLAYTON,MO,63105,3142363939,12/31/2025,01/31/2028,Active
25-65P3R-SHMO,Mold Remediation Contractor License (SH126),AGD Contracting Corp.,,52 Tennent Road,,Morganville,NJ,07751,7329923500,04/18/2025,04/30/2027,Active
24-63PG5-SHMO,Mold Remediation Contractor License (SH126),AI & I Links Inc.,N/A,11820 180th Street,,Jamaica,NY,11434,3473514587,10/09/2024,11/30/2026,Active
23-6UGJ3-SHMO,Mold Remediation Contractor License (SH126),AJD Contractor Corp.,,94-13 40th Drive,,Elmhurst,NY,11373,9175312384,07/18/2023,07/31/2025,Expired
25-6HL4I-SHMO,Mold Assessment Contractor License (SH125),ALL CLEAR COMPLIANCE LLC,,418 Broadway STE N,,ALBANY,NY,12207,8334446653,09/11/2025,09/30/2027,Active
25-64C41-SHMO,Mold Assessment Contractor License (SH125),AM Property Services LLC,,21 Charles Street,,Little Ferry,NJ,07643,5714848787,01/09/2025,01/31/2027,Active
25-6TOBS-SHMO,Mold Assessment Contractor License (SH125),AMG Environmental Services Corp,,13915 14th Avenue,,Whitestone,NY,11357,9179390019,04/15/2025,04/30/2027,Active
00702,Mold Assessment Contractor License (SH125),"AMPM Environmental, Inc.",,2 Rensselaer Dr,,SPRING VALLEY,NY,10977,8455581373,05/17/2016,05/31/2024,Expired
23-6UG3J-SHMO,Mold Assessment Contractor License (SH125),AOM Environmental LLC,,3749 E Main Rd,,Fredonia,NY,14063,7168988143,07/19/2023,07/31/2025,Expired
26-6AR36-SHMO,Mold Remediation Contractor License (SH126),AQA INC,,365 Fairview Avenue,Rear Unit,FAIRVIEW,NJ,07022,2019948816,05/11/2026,05/31/2028,Active
26-6Z55F-SHMO,Mold Assessment Contractor License (SH125),ARGENTO GENERAL CONSTRUCTION LLC,,18-29 42nd St,,Astoria,NY,11105,7187770101,02/02/2026,02/29/2028,Active
24-64N3R-SHMO,Mold Remediation Contractor License (SH126),"ASPN CONSTRUCTION, INC.",,21 SEARINGTOWN ROAD,,ALBERTSON,NY,11507,6465102600,12/17/2024,12/31/2026,Active
24-63O5N-SHMO,Mold Remediation Contractor License (SH126),"ATCO Contracting Group, Inc.",,105 Maxess Rd.,Ste N206,MELVILLE,NY,11747,7186061076,10/23/2024,10/31/2026,Active
25-6LJC1-SHMO,Mold Remediation Contractor License (SH126),"AW Restoration, Inc.",Alan Bregman,112 Mott Street,,OCEANSIDE,NY,11572,5165361801,12/05/2025,12/31/2027,Active
25-6L6FO-SHMO,Mold Remediation Contractor License (SH126),"Abatech Industries, Inc.",,1623 East Second St,,Scotch Plains,NJ,07076,9083223000,12/05/2025,12/31/2027,Active
26-6SL11-SHMO,Mold Assessment Contractor License (SH125),"Aberdeen Building Consulting, Inc.",,1529 Potter Blvd,,Bay Shore,NY,11706,6319699860,02/12/2026,02/29/2028,Active
00279,Mold Remediation Contractor License (SH126),Abtron Corp,,40 Underhill Blvd Suite 10C,,SYOSSET,NY,11791,,01/26/2016,01/31/2024,Expired
25-64TB5-SHMO,Mold Assessment Contractor License (SH125),"Accredited Environmental Technologies, Inc",,28 North Pennell Road,,Media,PA,19063,6108910114,01/22/2025,01/31/2027,Active
26-6ZVQF-SHMO,Mold Remediation Contractor License (SH126),"Ace Cleaning & Restoration Services, Inc.",,845 Marconi Ave,,Ronkonkoma,NY,11779,6313953400,01/23/2026,01/31/2028,Active
26-6A65C-SHMO,Mold Remediation Contractor License (SH126),Acme National Corp,,383 Kingston Avenue Suite 225,,Brooklyn,NY,11213,7188582600,06/16/2026,06/30/2028,Active
25-6IG9A-SHMO,Mold Assessment Contractor License (SH125),"Adelaide Environmental Health Associates, Inc.",,1511 Rte 22 Suite C24,,BREWSTER,NY,10509,,10/28/2025,10/31/2027,Active
24-63GFJ-SHMO,Mold Remediation Contractor License (SH126),Advanced Abatement Corp.,,5308 13th Ave,Apt 225,Brooklyn,NY,11219,7185014648,09/11/2024,11/30/2026,Active
00285,Mold Remediation Contractor License (SH126),Advanced Land & Development Construction Corp,,6386 Amboy Road,,STATEN ISLAND,NY,10309,,01/28/2016,12/31/2024,Expired
26-6ACOR-SHMO,Mold Assessment Contractor License (SH125),Aegean Environmental Services Corp.,,2116 80th Street,,East Elmhurst,NY,11370,2125405323,05/11/2026,05/31/2028,Active
25-656GK-SHMO,Mold Assessment Contractor License (SH125),AfterShock Mitigation & Construction Co. LLC,,6694 Seavy Rd.,,Marcy,NY,13403,3152739555,06/18/2025,06/30/2027,Active
26-6SC8G-SHMO,Mold Assessment Contractor License (SH125),"Air Quality Insights, LLC",,5 Saranac St.,,Brookhaven,NY,11719,6319138378,02/27/2026,02/29/2028,Active
26-6SDEG-SHMO,Mold Assessment Contractor License (SH125),"AirCare Environmental, LLC",,2003 Baldwin Lane,,Newburgh,NY,12550,8455417374,01/27/2026,01/31/2028,Active
26-6ZXG5-SHMO,Mold Remediation Contractor License (SH126),"AirWater Environmental, LLC",,36 Brook Street,,Bolton Landing,NY,12184,5183767345,03/06/2026,03/31/2028,Active
25-6T8HJ-SHMO,Mold Remediation Contractor License (SH126),Akros mgmt Inc,,15 Warehouse Row,,Albany,NY,12205,5187888447,03/17/2025,03/31/2027,Active
01790,Mold Assessment Contractor License (SH125),Albstars Contractors Corporation,,78 Levit Ave,,STATEN ISLAND,NY,10314,7184405791,10/11/2022,10/31/2024,Expired
00193,Mold Remediation Contractor License (SH126),Alidan Restoration Inc,Servpro of Great Neck/Port Washington,66 Mineola Avenue PO Box 238,,ROSLYN HEIGHTS,NY,11577,5167679600,01/12/2016,01/31/2024,Expired
01409,Mold Remediation Contractor License (SH126),"All City Contracting & Cleaning, Inc.",All City Restoration,"160 Hicks St.,",,Westbury,NY,11590,5163389800,07/23/2019,07/31/2024,Expired
01817,Mold Remediation Contractor License (SH126),All Clean Environmental LLC,,Po box 1627,,SOUTH HACKENSACK,NJ,07606,2015462027,02/05/2020,03/31/2024,Expired
25-65O3R-SHMO,Mold Remediation Contractor License (SH126),All Fire and Water Restoration Inc.,Servpro of Ronkonkoma,2460 Ocean Ave,,Ronkonkoma,NY,11779,6315850007,04/30/2025,04/30/2027,Active
26-66XJG-SHMO,Mold Assessment Contractor License (SH125),All Green Enviromental Corp,,2083 Albany Post Rd,Ste 2,Montrose,NY,10548,9179020104,03/30/2026,03/31/2028,Active
25-61VAZ-SHMO,Mold Remediation Contractor License (SH126),"All Island Homes, Ltd.",,700-9 Union Parkway,,RONKONKOMA,NY,11779,6317805332,08/11/2025,10/31/2027,Active
01738,Mold Assessment Contractor License (SH125),"All Seasons Inspections, LLC",,2 Spring Rd,,SCHENECTADY,NY,12302,5183763757,06/08/2022,06/30/2024,Expired
25-6IDNC-SHMO,Mold Remediation Contractor License (SH126),All Things New Building & Restoration Corp.,Rainbow International Restoration of Binghamton,126 E Service Road,,BINGHAMTON,NY,13901,6072513000,12/30/2025,12/31/2027,Active
25-644CR-SHMO,Mold Remediation Contractor License (SH126),Allpro Group LLC,Healthy Home Services,163 Davis Avenue,,Inwood,NY,11096,5162061600,02/20/2025,02/28/2027,Active
26-6IPD3-SHMO,Mold Assessment Contractor License (SH125),"Alpha Labs, LLC",,14-26 28th Avenue,,ASTORIA,NY,11102,7184827525,01/14/2026,01/31/2028,Active
26-6SDOG-SHMO,Mold Assessment Contractor License (SH125),Alpha Property Preservation LLC,,41 Raymond Ave,Unit 3044,Poughkeepsie,NY,12603,8452170721,02/12/2026,02/29/2028,Active
24-63GKK-SHMO,Mold Assessment Contractor License (SH125),Altavista Lead Improvement Inc.,,"155 Livingston Ave, #4A",,Yonkers,NY,10705,9145052612,09/12/2024,09/30/2026,Active
26-6I9E7-SHMO,Mold Remediation Contractor License (SH126),Always Dry LLC,,235 Farmers Avenue,,Lindenhurst,NY,11757,6314926368,05/12/2026,05/31/2028,Active
